id;nom;statut;famille;livraison;tags;cible;comportement;valeurs;visuel;acces;limites
JUT_137;Jiton — Satetsu Kaihō (Libération du sable de fer);OA;RARE;DIFFERE;"[""E_JITON""]";plus_dense;Le sable de fer se rassemble en sphère au-dessus d'un groupe puis explose en pointes dans toutes les directions.;"40 ; rayon 3 m ; délai 6 s";Sphère hérissée qui se forme en 4 frames, pointes radiales noires.;KG_JITON;—
JUT_138;Jiton — Sakin Kaihō (Libération de la poudre d'or);AV;RARE;ONDE;"[""E_JITON"", ""CONTROLE""]";aucune;Onde de poudre d'or lourde qui alourdit : ralentit de 40 % 2 s et Aimante vers le joueur (puis repoussés à 1 m).;"18 ; rayon 5 m ; délai 7 s";Poussière dorée dense à reflets, retombée lourde (particules qui tombent vite).;KG_JITON;Attraction jamais à moins de 1 m du joueur.
JUT_139;Noyau magnétique;CO;RARE;ZONE;"[""E_JITON"", ""ATTRACTION"", ""PERSISTANT""]";plus_dense;Plante un noyau qui attire les ennemis Aimantés et les ordinaires (r 4 m), puis explose au bout de 3 s.;"Explosion 36 ; attraction 1,5 m/s ; délai 8 s";Octaèdre noir en rotation, lignes de champ en pointillés.;KG_JITON;1 noyau.
JUT_140;Shakuton — Kajōsatsu (Mort par évaporation);OA;RARE;PROJECTILE;"[""E_SHAKUTON""]";plus_menacant;Orbe brûlant qui se colle à la cible et l'assèche : dégâts continus croissants (+15 %/s) 4 s.;"8 → 14 par s ; délai 3,0 s ; vitesse 7 m/s";Sphère orange-blanc à anneau de vapeur, cible qui pâlit progressivement.;KG_SHAKUTON;1 orbe par cible.
JUT_141;Constellation brûlante;CO;RARE;ORBITE;"[""E_SHAKUTON""]";aucune;"3 orbes de chaleur tournent autour du joueur ; toutes les 3 s, un orbe se détache vers une cible et est remplacé.";"Contact 8 ; projection 22 + Brûlure +2 ; permanente";Orbes à cœur blanc et anneau de vapeur, trajectoire d'éjection en arc.;KG_SHAKUTON;—
JUT_142;Évaporation;CO;RARE;ZONE;"[""E_SHAKUTON"", ""PERSISTANT""]";plus_dense;Zone de chaleur sèche (3 m) : dégâts ×1,5 contre les cibles Trempées (qui perdent leur état) et crée de la Vapeur.;"7 par tick de 0,5 s ; durée 4 s ; délai 8 s";Distorsion thermique en tramage, vapeur blanche au-dessus des cibles.;KG_SHAKUTON;Consomme Trempé : anti-synergie documentée avec SYN_001 (affichée sur la carte).
JUT_143;Yōton — Yōkai no Jutsu (Crachat de lave);OA;RARE;SALVE;"[""E_YOTON"", ""TERRAIN""]";plus_dense;"3 globes de lave en cloche ; à l'impact, flaque de LAVE 3 s qui Corrode.";"20 ; flaque 6 par tick de 0,5 s ; Corrodé ; délai 2,8 s";Globes rouge sombre à croûte noire, flaques incandescentes qui noircissent en bord.;KG_YOTON;Max 6 flaques.
JUT_144;Mur de lave;CO;RARE;ZONE;"[""E_YOTON"", ""PERSISTANT""]";direction;Coulée transversale de 6 m devant le joueur qui ralentit de 30 % et Corrode ceux qui la traversent.;"10 par tick de 0,5 s ; durée 4 s ; délai 9 s";Bande de lave à croûte craquelée, bulles qui éclatent.;KG_YOTON;—
JUT_145;Golem de magma;CO;RARE;INVOCATION;"[""E_YOTON"", ""UNITE_ALLIEE""]";plus_proche;"Une créature de magma sort du sol, avance et laisse une traînée de lave ; explose à la fin.";"Frappe 18 ; traînée 4 par tick ; explosion 40 ; durée 8 s ; délai 16 s";Masse informe de 20 px, croûte qui se fend en marchant.;KG_YOTON;"1 unité ; héritage ANIMAL."
JUT_146;Pluie de scories;CO;RARE;DIFFERE;"[""E_YOTON""]";aleatoire_pondere;"Des scories retombent sur 5 m ; chaque impact laisse une petite flaque qui Corrode.";"14 par impact ; 6 impacts ; délai 5 s";Morceaux noirs à fissures rouges, fumée noire courte.;KG_YOTON;—
JUT_147;Bakuton — C1 (Araignées et oiseaux d'argile);OA;RARE;PROJECTILE;"[""E_BAKUTON"", ""EXPLOSIF""]";plus_proche;"3 petites créatures d'argile marchent ou volent vers des cibles et explosent ; une créature ratée se colle au sol (mine 4 s).";"20 (r 1,3 m) ; délai 1,6 s ; vitesse 7 m/s";Araignées et oiseaux blancs de 6 px, explosion à signe « Katsu » stylisé (pas de texte), nuage blanc-orange.;KG_BAKUTON;Max 6 mines au sol.
JUT_148;Bakuton — C2 (Dragon d'argile);OA;RARE;INVOCATION;"[""E_BAKUTON"", ""UNITE_ALLIEE"", ""EXPLOSIF""]";plus_dense;Un dragon d'argile survole le champ et crache des bombes sur les groupes, puis explose à la fin de sa durée.;"Bombe 26 (r 1,5 m) toutes les 1,2 s ; explosion finale 50 ; durée 9 s ; délai 20 s";Dragon blanc de 40 px sans pattes, bombes en gouttes qui tombent (ombre).;KG_BAKUTON;"1 dragon ; héritage ANIMAL."
JUT_149;Bakuton — C3 (Grande bombe);OA;RARE;DIFFERE;"[""E_BAKUTON"", ""EXPLOSIF""]";plus_dense;Grande figure d'argile qui tombe et grossit 1,5 s avant d'exploser très largement.;"110 ; rayon 5 m ; délai 18 s";Statuette de 24 px qui gonfle à 64 px, détonation en dôme à 5 couches (pas de flash plein écran).;KG_BAKUTON;Micro-pause locale uniquement.
JUT_150;Bakuton — C4 Karura (Nuage de nano-bombes);OA;RARE;ZONE;"[""E_BAKUTON"", ""PERSISTANT""]";plus_dense;"Un nuage invisible (visible au joueur par un tramage allié) se répand sur 4 m ; les ennemis dedans se désintègrent progressivement.";"12 par tick de 0,5 s, ignore 50 % de la résistance ; durée 4 s ; délai 22 s";Tramage pointillé allié, désintégration en pixels qui s'éparpillent (particules décoratives).;KG_BAKUTON+CHR_036;Réservé à Deidara Artiste aérien.
JUT_151;Ranton — Rēzā Sākasu (Cirque laser);OA;RARE;SALVE;"[""E_RANTON""]";plus_proche;8 faisceaux lumineux qui zigzaguent et rebondissent chacun une fois sur une nouvelle cible.;"12 ; 1 rebond ; délai 2,0 s ; vitesse 18 m/s";Faisceaux blanc-cyan à angles vifs, halo en nuage gris.;KG_RANTON;—
JUT_152;Cage d'orage;CO;RARE;ZONE;"[""E_RANTON"", ""E_SUITON"", ""CONTROLE""]";plus_dense;"Nuage d'orage bas de 3 m : pluie (Trempé) et arcs internes ; compte comme Suiton et Raiton pour les synergies.";"8 par tick de 0,5 s ; durée 4 s ; délai 10 s";Nuage gris-bleu bas, pluie oblique, arcs horizontaux.;KG_RANTON;Déclenche SYN_001 au plus 1 fois/s.
JUT_153;Lance d'orage;CO;RARE;RAYON;"[""E_RANTON"", ""PERCANT""]";plus_menacant;Faisceau qui se courbe vers les cibles Trempées dans un cône de 30°.;"36 ; longueur 11 m ; délai 3,2 s";Faisceau courbe à cœur blanc, bords pluvieux.;KG_RANTON;—
JUT_154;Enton — Kagutsuchi no Tsurugi (Lame de flammes noires);OA;RARE;CONTACT;"[""E_ENTON""]";plus_proche;Épée de flammes noires qui frappe en arc de 160° (2,5 m) et applique une Brûlure noire (compte double).;"30 ; Brûlure +2 (noire : dégâts ×2) ; délai 1,6 s";Lame noire à liseré rouge et contour blanc 1 px pour rester lisible sur fond sombre.;KG_ENTON;—
JUT_155;Enton — Kagutsuchi (Pointes de flammes noires);AV;RARE;DIFFERE;"[""E_ENTON""]";marque;Les flammes noires présentes sur une cible jaillissent en pointes vers 3 ennemis voisins.;"26 par pointe ; portée 4 m ; délai 3,0 s";Pointes noires anguleuses à bordure rouge, contour blanc.;KG_ENTON;"Requiert une cible avec Brûlure ; sinon cible la plus proche à 50 %."
JUT_156;Enton — Yasaka Magatama (Magatama de flammes noires);OA;RARE;ORBITE;"[""E_ENTON""]";plus_proche;3 magatama noirs orbitent puis sont lancés en tourbillonnant vers les cibles toutes les 4 s.;"Contact 10 ; lancer 28 + Brûlure noire +1 ; délai 4 s";Virgules noires à cœur rouge, contour blanc, rotation 4 frames.;KG_ENTON;—
JUT_157;Futton — Kōmu no Jutsu (Brume corrosive);OA;RARE;CONE;"[""E_FUTTON"", ""PERSISTANT""]";plus_dense;Souffle une brume acide en cône qui reste 3 s : Corrode et ronge.;"8 par tick de 0,5 s ; Corrodé ; portée 5 m ; délai 7 s";Brume jaune-vert en tramage, silhouettes ennemies qui fument.;KG_FUTTON;—
JUT_158;Geysers bouillants;CO;RARE;DIFFERE;"[""E_FUTTON""]";plus_dense;3 geysers d'eau bouillante jaillissent en triangle : dégâts, Vapeur et Trempé.;"24 par geyser ; délai 4 s";Colonnes blanches à bulles, vapeur persistante 1 s.;KG_FUTTON;—
JUT_159;Jinton — Genkai Hakuri no Jutsu (Détachement du monde primitif);OA;RARE;DIFFERE;"[""E_JINTON""]";plus_dense;Un cube lumineux se forme au centre d'un groupe puis s'étend et désintègre tout ce qu'il contient.;"90, ignore la résistance ; cube 3 m ; délai 16 s";Cube blanc à arêtes nettes, intérieur en quadrillage, disparition des cibles en pixels (particules décoratives).;KG_JINTON;Pas de flash plein écran.
JUT_160;Jinton — Faisceau de poussière;AV;RARE;RAYON;"[""E_JINTON"", ""PERCANT""]";plus_dense;Version en faisceau : prisme allongé de 12 m, lent à se former (0,8 s), ignore la résistance.;"60 ; largeur 0,8 m ; délai 10 s";Prisme blanc à facettes, lignes de quadrillage.;KG_JINTON;—
JUT_161;Konoha Reppū (Rafale de la feuille);OA;TAIJUTSU;CONTACT;"[""E_NEUTRE"", ""CONTROLE""]";plus_proche;Balayage bas en cône de 100° à 1,6 m : fait trébucher (Étourdi 0,3 s).;"14 ; délai 1,1 s";Jambe tendue en 3 frames, arc de poussière rasant, ennemis basculés 1 frame.;LIBRE;—
JUT_162;Omote Renge (Lotus primaire);OA;TAIJUTSU;CONTACT;"[""E_NEUTRE"", ""EXPLOSIF""]";plus_menacant;L'image de frappe saisit la cible la plus menaçante, l'emporte en vrille et l'écrase au sol (onde de 2 m).;"70 ; onde 25 ; délai 8,0 s ; portée de saisie 5 m";Bandages déroulés en ruban, vrille en 6 frames, cratère et anneau de poussière.;APT_PORTES;"Boss : pas de saisie ; frappe verticale 70 + Vulnérable +10 %."
JUT_163;Ura Renge (Lotus inversé);OA;TAIJUTSU;CONTACT;"[""E_NEUTRE""]";plus_menacant;Série aérienne de 6 frappes sur une élite ou le boss, finie par un coup double au sol.;"6 × 12 + 40 ; délai 10 s";Images rémanentes rouges (vitesse), impacts en étoile à chaque frappe.;APT_PORTES;Cible : élite ou boss en priorité, sinon ennemi le plus résistant.
JUT_164;Konoha Senpū (Tourbillon de la feuille);OA;TAIJUTSU;CONTACT;"[""E_NEUTRE""]";aucune;Déplacement volontaire : l'esquive du joueur devient un coup de pied tournoyant qui frappe tout ce qu'il traverse.;"26 par esquive ; rayon 1,4 m ; délai = recharge de l'esquive";Rotation 360° en 4 frames pendant l'esquive, trainée de feuilles.;LIBRE;Ne se déclenche que sur esquive du joueur.
JUT_165;Enchaînement de coups de pied;CO;TAIJUTSU;CONTACT;"[""E_NEUTRE""]";plus_proche;5 coups de pied rapides vers l'avant, chacun légèrement plus loin (1,2 → 2 m).;"5 × 7 ; délai 1,4 s";Pieds en arcs successifs, impacts en éventail.;LIBRE;—
JUT_166;Dynamic Entry (Entrée dynamique);OA;TAIJUTSU;CONTACT;"[""E_NEUTRE""]";plus_menacant;"Une image de frappe fond de loin (8 m) sur l'ennemi le plus menaçant et le projette ; les ennemis heurtés sur sa trajectoire sont touchés.";"38 ; trajectoire 12 ; délai 4,5 s";Silhouette en coup de pied sauté, lignes de vitesse, impact en étoile.;APT_PORTES;—
JUT_167;Asa Kujaku (Paon du matin);OA;TAIJUTSU;CONE;"[""E_NEUTRE""]";plus_dense;Rafale de coups si rapides qu'ils s'enflamment par friction : cône de 80° sur 4 m, applique Brûlure (sans tag Katon : non-chakra).;"12 coups × 6 ; Brûlure +1 par 3 coups ; délai 5,0 s";"Éventail de poings stylisés en plumes de paon enflammées ; la couleur ne change pas l'élément.";APT_PORTES;Ne compte pas comme Katon pour les synergies (règle §R6).
JUT_168;Hirudora (Tigre du jour);OA;TAIJUTSU;PROJECTILE;"[""E_NEUTRE"", ""EXPLOSIF"", ""PERCANT""]";plus_dense;Un coup unique comprime l'air en un tigre énorme qui fonce et explose au bout de 8 m.;"60 en traversée ; explosion 80 (r 3,5 m) ; délai 16 s";Tigre d'air translucide de 48 px à contour blanc, souffle qui couche l'herbe.;APT_PORTES+CHR_045;"Réservé à Might Guy ; micro-pause locale 60 ms."
JUT_169;Sekizō (Éléphant du soir);OA;TAIJUTSU;SALVE;"[""E_NEUTRE"", ""PERCANT""]";plus_menacant;5 coups successifs projettent 5 masses d'air en ligne droite, chacune plus forte.;"20 / 25 / 30 / 35 / 40 ; perce tout ; délai 12 s";Poings en impacts de pression concentriques, lignes droites.;APT_PORTES+CHR_045;Réservé à Might Guy.
JUT_170;Suiken (Poing ivre);OA;TAIJUTSU;CONTACT;"[""E_NEUTRE""]";aleatoire_pondere;"Frappes erratiques dans des directions pseudo-aléatoires autour du joueur (2 m) ; chaque frappe a 25 % de chance de doubler.";"11 ; 1 frappe/0,35 s ; permanente";Mouvements chaloupés du sprite (animation spécifique), impacts en virgules.;CHR_015;Utilise le flux RNG de combat (reproductible).
JUT_171;Shishi Rendan (Combo du lion);OA;TAIJUTSU;CONTACT;"[""E_NEUTRE""]";plus_proche;"Projette un ennemi en l'air puis l'abat au sol ; l'impact touche ceux qui sont en dessous.";"18 + 30 (r 1,5 m) ; délai 3,5 s";Coup de pied montant, cible en l'air (ombre), talon descendant.;DOJ_SHARINGAN|APT_PORTES;—
JUT_172;Lariat;OA;TAIJUTSU;CONTACT;"[""E_NEUTRE"", ""PERCANT""]";direction;Une image de frappe charge 5 m en avant bras tendu et fauche tout sur son passage.;"34 ; largeur 1,2 m ; délai 4,0 s";Silhouette musclée en course, bras en lame blanche, souffle en V.;CHR_070|CHR_058;—
JUT_173;Guillotine Drop (Chute guillotine);AV;TAIJUTSU;DIFFERE;"[""E_NEUTRE""]";plus_menacant;Ombre allié au sol (0,6 s), puis talon d'une image de frappe tombant du ciel.;"65 ; rayon 2 m ; délai 6,0 s";Ombre en forme de jambe, impact vertical à fissures radiales.;CHR_070;—
JUT_174;Tsūtenkyaku (Talon céleste);OA;TAIJUTSU;DIFFERE;"[""E_NEUTRE"", ""TERRAIN""]";plus_dense;Coup de talon qui fend le sol : cratère de 2,5 m et fissure de 5 m vers l'avant.;"52 ; fissure 20 ; délai 6,0 s";Talon levé 4 frames, sol qui se soulève en plaques.;CHR_029|CHR_007|CHR_011;—
JUT_175;Ōkashō (Poing de cerisier);OA;TAIJUTSU;CONTACT;"[""E_NEUTRE""]";plus_proche;Coup de poing au sol qui projette des éclats de roche en cône de 60° sur 4 m.;"Poing 40 ; éclats 6 × 8 ; délai 2,6 s";Poing entouré d'un halo de chakra rose (contour 1 px), éclats anguleux.;CHR_007|CHR_011|CHR_029;—
JUT_176;Contre-attaque;CO;TAIJUTSU;CONTACT;"[""E_NEUTRE""]";plus_proche;Réactif : quand un ennemi entre à 1,2 m et que la technique est prête, riposte instantanée qui le repousse.;"30 ; recul 2 m ; délai 1,5 s";Garde levée 1 frame, coup de paume, onde en croissant.;LIBRE;—
JUT_177;Mille poings;CO;TAIJUTSU;CONTACT;"[""E_NEUTRE""]";plus_proche;Rafale de 8 coups de poing rapides à courte portée sur la cible la plus proche.;"8 × 5 ; portée 1,3 m ; délai 1,6 s";Poings démultipliés (3 images rémanentes), impacts en pluie d'étoiles.;LIBRE;—
JUT_178;Saut de la grue;CO;TAIJUTSU;CHAINE;"[""E_NEUTRE""]";plus_proche;Une image de frappe bondit de tête en tête sur 3 ennemis (trajet visible), le dernier bond frappe en zone.;"18 par bond ; final 24 (r 1,2 m) ; portée de bond 4 m ; délai 2,8 s";Silhouette en arc, ombre qui suit, poussière à chaque appui.;LIBRE;—
JUT_179;Onde du poing au sol;CO;TAIJUTSU;ONDE;"[""E_NEUTRE""]";aucune;Frappe le sol : onde de choc de 3 m qui soulève la poussière.;"20 ; recul 1 m ; délai 2,5 s";Poing au sol, anneau de terre soulevée (non Doton).;LIBRE;—
JUT_180;Genou volant;CO;TAIJUTSU;CONTACT;"[""E_NEUTRE""]";plus_proche;"Frappe du genou qui projette la cible ; l'ennemi projeté blesse ceux qu'il percute (effet « quilles »).";"24 ; projection 4 m ; collision 16 ; délai 2,0 s";Genou en impact, cible qui tournoie, étoiles d'impact sur les percutés.;LIBRE;Collision = SECONDAIRE.
JUT_181;Posture de fer;CO;TAIJUTSU;CONTACT;"[""E_NEUTRE"", ""BOUCLIER""]";aucune;Rester immobile 0,5 s active une garde : −30 % dégâts subis et riposte à chaque contact subi.;"Riposte 18 ; réduction −30 % ; active tant que le joueur est immobile";Pose de garde dédiée, anneau au sol fixe.;LIBRE;Réduction comptée dans le plafond de 60 %.
JUT_182;Kage Buyō (Ombre de la feuille dansante);OA;TAIJUTSU;CONTACT;"[""E_NEUTRE""]";marque;Frappe automatiquement 2 fois chaque ennemi projeté en l'air (par n'importe quelle source) à 5 m.;"2 × 14 ; délai interne 0,3 s par cible";Image de frappe qui suit la cible en l'air, deux impacts secs.;LIBRE;Sans ennemi en l'air : inactif (carte avertit « Nécessite une projection »).
JUT_183;Coups en écho;CO;TAIJUTSU;DIFFERE;"[""E_NEUTRE"", ""MARQUE""]";plus_menacant;Marque une cible : 30 % des dégâts de taijutsu qu'elle reçoit pendant 2 s sont restitués d'un coup à la fin.;"Restitution 30 % (+10 de base) ; délai 4,0 s";Marque en forme de poing, compteur de chocs (1 à 3 anneaux), éclat final.;LIBRE;Plafond de restitution : 200.
JUT_184;Kenatsu (Pression des poings);CO;TAIJUTSU;CONTACT;"[""E_NEUTRE""]";plus_proche;Frappe au contact si un ennemi est à 1,5 m, sinon projette une onde d'air jusqu'à 5 m (garantit une portée minimale aux builds de mêlée).;"Contact 20 / onde 12 ; délai 0,9 s";"Poing avec anneau de pression ; onde en croissant transparent.";LIBRE;—
JUT_185;Kunai en éventail;CO;OUTIL;SALVE;"[""E_NEUTRE""]";plus_proche;Lance 3 kunai en éventail de 30° vers la cible la plus proche.;"10 ; délai 1,0 s ; vitesse 14 m/s ; portée 9 m";Kunai noirs de 6 px à reflet d'1 px, traînée de 2 frames, planté au sol 0,3 s en cas d'échec.;LIBRE;—
JUT_186;Lancer de shuriken;OA;OUTIL;PROJECTILE;"[""E_NEUTRE"", ""REBOND""]";plus_proche;Shuriken rapide qui rebondit une fois vers un second ennemi.;"8 ; 1 rebond ; délai 0,6 s ; vitesse 16 m/s";Étoile à 4 branches en rotation 2 frames.;LIBRE;—
JUT_187;Fūma Shuriken (Shuriken démoniaque);OA;OUTIL;PROJECTILE;"[""E_NEUTRE"", ""PERCANT""]";plus_dense;Grand shuriken qui décrit un arc large, perce tout et revient.;"24 ; rayon 0,8 m ; délai 3,0 s ; portée 7 m";Shuriken pliant de 16 px, sifflement de rotation, ombre au sol.;LIBRE;1 touche par cible par passage.
JUT_188;Kage Shuriken no Jutsu (Shuriken de l'ombre);OA;OUTIL;PROJECTILE;"[""E_NEUTRE""]";plus_menacant;Un shuriken en cache un second dans son ombre : si le premier touche, le second frappe la même cible 0,15 s après avec +50 %.;"16 puis 24 ; délai 2,0 s";Deux shuriken superposés, séparation visible à l'impact.;LIBRE;—
JUT_189;Kibaku Fuda (Étiquette explosive);OA;OUTIL;DIFFERE;"[""E_NEUTRE"", ""EXPLOSIF""]";plus_dense;Kunai muni d'une étiquette qui se fiche dans le sol près d'un groupe et explose 1 s plus tard.;"32 ; rayon 2 m ; délai 2,5 s";Étiquette qui se consume en 3 frames (grésillement), explosion orange-blanc en boule.;LIBRE;Détruit les obstacles destructibles.
JUT_190;Senbon;OA;OUTIL;SALVE;"[""E_NEUTRE""]";plus_proche;Salve de 4 aiguilles fines, chance critique +15 %.;"6 ; crit +15 % ; délai 0,8 s ; vitesse 20 m/s";Traits de 1 × 5 px, reflet métallique fugace.;LIBRE;—
JUT_191;Makibishi (Chausse-trapes);OA;OUTIL;PIEGE;"[""E_NEUTRE""]";chemin;Répand des chausse-trapes derrière le joueur : dégâts et ralentissement de 30 % 1 s.;"6 par pas ; max 20 pointes ; durée 8 s ; délai 3,0 s";Petites pointes de 3 px à reflet, éparpillées en arc.;LIBRE;1 touche par ennemi par 0,5 s.
JUT_192;Fil d'acier tendu;OA;OUTIL;ZONE;"[""E_NEUTRE"", ""CONTROLE""]";plus_dense;"Tend un fil de 5 m entre deux points ; les ennemis qui le franchissent sont Entravés 0,8 s.";"8 ; Entravé 0,8 s ; durée 6 s ; délai 5 s";Ligne de 1 px grise qui scintille, vibration au contact.;LIBRE;Max 2 fils.
JUT_193;Sōshōryū (Dragons jumeaux ascendants);OA;OUTIL;DIFFERE;"[""E_NEUTRE""]";plus_dense;Deux rouleaux s'élèvent en spirale et font pleuvoir des dizaines d'armes sur 4 m.;"24 armes × 7 ; délai 7 s";Deux rouleaux en double hélice, armes variées (kunai, shuriken, faucilles) qui tombent.;CHR_048|CHR_049;—
JUT_194;Rafale d'armes invoquées;OA;OUTIL;SALVE;"[""E_NEUTRE""]";plus_proche;Invoque depuis un rouleau une rafale alternant kunai (perçant), shuriken (rebond) et kusarigama (recul).;"6 armes × 9 ; délai 1,6 s";Rouleau déroulé 2 frames, cycle d'armes lisible par forme.;CHR_048|CHR_049;—
JUT_195;Kusarigama (Faucille à chaîne);OA;OUTIL;CONTACT;"[""E_NEUTRE"", ""ATTRACTION""]";plus_menacant;La chaîne harponne une cible à 5 m et la ramène à 1,5 m, puis la faucille la frappe.;"10 + 22 ; délai 3,0 s";Chaîne de maillons 2 px, faucille en arc brillant.;LIBRE;Élites et boss non attirés (frappe à distance à 50 %).
JUT_196;Hien (Lames de chakra de l'hirondelle);OA;OUTIL;CONTACT;"[""E_FUTON""]";plus_proche;Poings américains à lames prolongées par le vent : double taille en X à 2,2 m qui applique Entaillé.;"2 × 14 ; Entaillé +1 ; délai 1,2 s";Lames courtes prolongées d'une lame de vent translucide.;ELEM_FUTON+CHR_052|ELEM_FUTON+CHR_020;—
JUT_197;Kubikiribōchō (Grand couperet);OA;OUTIL;CONTACT;"[""E_NEUTRE""]";plus_dense;"Balayage lent à 180° (3 m) ; chaque élimination répare la lame : +2 % dégâts (max +30 %, perdus à 10 s sans élimination).";"38 ; délai 2,4 s";Lame de 32 px à trou circulaire, arc lourd en 5 frames, éclaboussures stylisées non réalistes.;CHR_054|CHR_076;—
JUT_198;Samehada (Peau de requin);OA;OUTIL;CONTACT;"[""E_NEUTRE""]";plus_proche;Coup d'épée écailleuse en arc de 120° (2,5 m) : chaque ennemi touché rend 0,5 chakra.;"26 ; chakra 0,5 par cible ; délai 1,6 s";Épée couverte d'écailles qui s'hérissent à l'impact.;CHR_033|CHR_034|CHR_058;Plafond global de chakra (12/s).
JUT_199;Kusanagi (Estoc);OA;OUTIL;CONTACT;"[""E_NEUTRE"", ""PERCANT""]";plus_menacant;"Estoc éclair qui s'allonge sur 4 m et transperce ; hérite du tag Raiton si Chidori Nagashi est possédé.";"34 ; délai 1,4 s";Lame droite fine, éclat blanc sur la longueur.;CHR_005|CHR_006|CHR_030;—
JUT_200;Tantō (Sabre court);CO;OUTIL;CONTACT;"[""E_NEUTRE""]";plus_proche;"Deux entailles rapides ; +50 % dégâts aux cibles qui ne font pas face au joueur (dos).";"2 × 12 ; délai 0,8 s";Lame courte à reflet, deux arcs croisés.;APT_KENJ;—
JUT_201;Nunchaku de Guy;AV;OUTIL;CONTACT;"[""E_NEUTRE""]";aucune;Tournoiement continu autour du joueur (2 m), frappes rapides qui repoussent un peu.;"7 par frappe ; 1 frappe/0,25 s par cible ; durée 3 s ; délai 5 s";Nunchaku en cercle flou (3 frames), éclats d'impact.;CHR_045;—
JUT_202;Karasu (Marionnette du corbeau);OA;OUTIL;INVOCATION;"[""E_NEUTRE"", ""UNITE_ALLIEE"", ""MARIONNETTE""]";plus_proche;Marionnette reliée par fils qui vole vers les ennemis et frappe avec des lames empoisonnées.;"14 + Empoisonné +1 ; intervalle 0,7 s ; permanente ; portée des fils 7 m";Marionnette à 3 yeux, bras articulés en poses mécaniques (pas d'interpolation), fils bleus fins.;APT_MARIO;1 Karasu.
JUT_203;Kuroari (Marionnette de la fourmi noire);OA;OUTIL;INVOCATION;"[""E_NEUTRE"", ""UNITE_ALLIEE"", ""MARIONNETTE"", ""CONTROLE""]";plus_menacant;"Emprisonne la cible la plus menaçante 2 s dans son torse ; si Karasu est présent, il la transperce pour ×2 dégâts.";"20 (40 avec Karasu) ; délai 7 s";Marionnette massive dont le torse s'ouvre en 3 frames.;APT_MARIO;Boss : Vulnérable +10 %.
JUT_204;Sanshōuo (Marionnette de la salamandre);OA;OUTIL;INVOCATION;"[""E_NEUTRE"", ""UNITE_ALLIEE"", ""MARIONNETTE"", ""BOUCLIER""]";aucune;Marionnette-bouclier qui se place entre le joueur et le projectile ennemi le plus proche et l'arrête.;"Bloque 1 projectile/0,6 s ; permanente";Carapace plate à écailles de bois, déploiement en éventail.;APT_MARIO;Ne bloque pas les télégraphes de boss.
JUT_205;Hiruko;OA;OUTIL;INVOCATION;"[""E_NEUTRE"", ""UNITE_ALLIEE"", ""MARIONNETTE""]";plus_proche;Marionnette blindée à queue de scorpion : balayages empoisonnés à 3 m.;"18 + Empoisonné +2 ; intervalle 1,0 s ; permanente";Silhouette voûtée, queue segmentée qui fouette en 4 frames.;APT_MARIO+CHR_037;—
JUT_206;Aiguilles empoisonnées;OA;OUTIL;SALVE;"[""E_NEUTRE""]";plus_proche;Salve de 5 aiguilles enduites : chacune pose 1 cumul de Poison.;"4 + Empoisonné +1 ; délai 1,2 s";Aiguilles à pointe violette, cible qui verdit par palier.;APT_MARIO|APT_MED;—
JUT_207;Chikamatsu no Jikki (Les dix marionnettes);OA;OUTIL;INVOCATION;"[""E_NEUTRE"", ""UNITE_ALLIEE"", ""MARIONNETTE""]";plus_dense;"Déploie 3 marionnettes aux armes différentes (lance, bouclier, lame) ; le niveau augmente leur nombre.";"12 chacune ; intervalle 0,8 s ; permanente";Dix silhouettes distinctes à terme, fils de 10 doigts.;CHR_074;Compte dans le plafond de 8 unités.
JUT_208;Chakra no Ito (Fils de chakra);OA;OUTIL;RAYON;"[""E_NEUTRE"", ""CONTROLE""]";plus_proche;Fils qui prennent le contrôle d'un ennemi ordinaire 3 s : il attaque ses alliés (Confus renforcé).;"0 ; contrôle 3 s ; délai 6 s ; portée 7 m";Fils bleus du bout des doigts à la cible, cible au contour bleu.;APT_MARIO;"Ordinaires uniquement ; 1 cible."
JUT_209;Kunai piégé;CO;OUTIL;PIEGE;"[""E_NEUTRE"", ""EXPLOSIF""]";chemin;Deux kunai reliés par un fil explosif sur le chemin des ennemis : le premier franchissement fait sauter toute la ligne.;"28 sur la ligne (4 m) ; max 2 ; délai 4 s";Fil scintillant avec étiquettes, explosion en chapelet.;LIBRE;—
JUT_210;Bombe fumigène;OA;OUTIL;ZONE;"[""E_NEUTRE"", ""CONTROLE""]";aucune;"Déclenchée par l'esquive : nuage de 2,5 m ; les ennemis dedans perdent la cible 1,5 s.";"0 ; délai = esquive (min 4 s)";Volutes grises en 3 tons, bords nets pour ne pas masquer les télégraphes.;LIBRE;—
JUT_211;Frappe du grand éventail;OA;OUTIL;CONTACT;"[""E_FUTON""]";plus_proche;"Coup d'éventail à 180° (2 m) qui projette ; relance de 20 % le délai de la technique Fūton la plus lente.";"22 ; recul 2 m ; délai 2,0 s";Éventail géant à 3 lunes, arc de vent.;CHR_026;Réduction du délai : 1 fois par coup.
